Date,Time,Vrms ph-n L1N Min,Vrms ph-n L1N Avg,Vrms ph-n L1N Max,Current L1 Min,Current L1 Avg,Current L1 Max,Unbalance Vn Avg
16-09-2023,29:56.1,234.04,234.26,234.42,16.7,16.7,16.8,0.83
16-09-2023,30:01.1,234.24,234.36,234.54,16.7,16.7,16.8,0.84
16-09-2023,30:06.1,234.32,234.42,234.54,16.7,16.7,16.8,0.83
16-09-2023,30:11.1,234.28,234.36,234.46,16.7,16.7,16.8,0.83
16-09-2023,30:16.1,234.36,234.54,234.64,16.7,16.8,16.8,0.83
16-09-2023,30:21.1,234.44,234.56,234.66,16.7,16.8,16.8,0.83
16-09-2023,30:26.1,234.5,235.54,235.9,14.5,15.1,16.7,0.77
16-09-2023,30:31.1,235.94,236,236.1,14.5,14.6,14.6,0.74
16-09-2023,30:36.1,235.76,236,236.14,14.5,14.6,14.6,0.75
16-09-2023,30:41.1,236.06,236.48,236.78,13.2,13.8,14.5,0.73
16-09-2023,30:46.1,236.74,236.82,236.92,13,13,13.1,0.73
16-09-2023,30:51.1,236.6,236.8,236.9,13,13,13.1,0.72
16-09-2023,30:56.1,236.64,236.86,236.98,13,13,13,0.72
16-09-2023,31:01.1,236.8,236.92,237.04,12.6,12.8,13.1,0.69
16-09-2023,31:06.1,236.98,237.04,237.14,12.6,12.6,12.7,0.68
16-09-2023,31:11.1,236.96,237.36,238.22,12.6,12.7,12.9,0.67
16-09-2023,31:16.1,238.16,238.2,238.24,12.8,12.8,12.8,0.65
16-09-2023,31:21.1,238.04,238.14,238.24,12.8,12.8,12.9,0.65
16-09-2023,31:26.1,237.94,238.02,238.1,12.8,12.8,12.8,0.66
16-09-2023,31:31.1,237.84,237.94,238.08,12.8,12.8,12.8,0.67
16-09-2023,31:36.1,237.68,237.82,237.94,12.7,12.8,12.8,0.67
16-09-2023,31:41.1,237.7,237.84,237.94,12.7,12.8,12.8,0.67
16-09-2023,31:46.1,237.72,237.84,237.98,12.7,12.8,12.8,0.66
16-09-2023,31:51.1,237.58,237.86,238,12.7,12.8,12.8,0.66
16-09-2023,31:56.1,237.64,237.82,237.94,12.7,12.8,12.8,0.67
16-09-2023,32:01.1,237.56,237.84,237.98,12.7,12.8,12.8,0.67
16-09-2023,32:06.1,237.64,237.74,237.94,12.7,12.7,12.8,0.68
16-09-2023,32:11.1,237.46,237.66,237.8,12.7,12.7,12.8,0.68
16-09-2023,32:16.1,237.52,237.66,237.76,12.7,12.7,12.8,0.67
16-09-2023,32:21.1,237.36,237.5,237.62,12.7,12.7,12.8,0.65
16-09-2023,32:26.1,237.4,237.5,237.6,12.6,12.7,12.8,0.66
16-09-2023,32:31.1,237.46,237.46,237.46,12.7,12.7,12.7,0.65
